event_date,facility_type,occupational_category_of_person_affected,aggressor,type_of_violence,primary_assault_description,primary_contributing_factors,severity_of_assault,emotional_and__or_psychological_impact,level_of_care_needed,response_action_taken,mha_facility_type,wpv_job_role,wpv_class_of_individual,wpv_event_type,wpv_type_of_violence_wpv,wpv_org_contributing_factors,wpv_psych_impact,injury_assessed_by,wpv_staff_immediate_action,event_month,event_year
2025-01-08,,,,,,,,,,,other,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist; scratched,<n/s>,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-08,,,,,,,,,,,bc,<n/s>,inpatient,physical,bitten,<n/s>,none - no emotional and/or psychological impact,<n/s>,called code gray; physical hold,2025-01,2025
2025-01-07,,,,,,,,,,,other,"nurse (rn, lpn, lna)",resident (ltc),verbal,sexual behavior; unwelcome or offensive language/gestures,long term care/snf bed unavailable,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,2025-01,2025
2025-01-09,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-09,,,,,,,,,,,bc,<n/s>,visitor,verbal,intimidation; unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security,2025-01,2025
2025-01-10,,,,,,,,,,,other,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized,2025-01,2025
2025-01-10,,,,,,,,,,,med/surg/inpatient,<n/s>,inpatient,physical,scratched,<n/s>,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized,2025-01,2025
2025-01-09,,,,,,,,,,,other,"nurse (rn, lpn, lna)",inpatient,physical,masturbating; unwelcome or offensive touching,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-09,,,,,,,,,,,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-10,,,,,,,,,,,ed,allied health/technologist,inpatient,physical,bitten,<n/s>,none - no emotional and/or psychological impact,other (please specify),chemical restraint; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,2025-01,2025
2025-01-10,,,,,,,,,,,ed,<n/s>,visitor,verbal,screaming or yelling,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-07,,,,,,,,,,,ed,<n/s>,other,property damage/vandalism,rummaged in desk of locked office,<n/s>,<n/s>,<n/s>,notified clinical physician resources; notified security; notified supervisor,2025-01,2025
2025-01-09,,,,,,,,,,,other,<n/s>,inpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-08,,,,,,,,,,,other,<n/s>,other,physical,exposure,<n/s>,none - no emotional and/or psychological impact,other (please specify),called 911; notified security; notified supervisor,2025-01,2025
2025-01-09,,,,,,,,,,,other,<n/s>,other,physical,exposure,<n/s>,none - no emotional and/or psychological impact,ed,called 911; notified security; notified supervisor,2025-01,2025
2025-01-11,,,,,,,,,,,other,<n/s>,inpatient,physical,hit with mitted hand,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; physical hold,2025-01,2025
2025-01-11,,,,,,,,,,,other,<n/s>,inpatient,physical,kicked,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-12,,,,,,,,,,,ed,<n/s>,inpatient,physical,hit w/ fist,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-11,,,,,,,,,,,scu,<n/s>,inpatient,physical,scratched,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-11,,,,,,,,,,,scu,<n/s>,inpatient,physical,scratched,<n/s>,moderate - moderate emotional and/or psychological impact with no missed work.,ed,notified clinical physician resources,2025-01,2025
2025-01-12,,,,,,,,,,,ed,<n/s>,inpatient,physical,hit w/ fist,<n/s>,moderate - moderate emotional and/or psychological impact with no missed work.,ed,called 911; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor; physical hold,2025-01,2025
2025-01-12,,,,,,,,,,,ed,allied health/technologist,inpatient,physical,unwelcome or offensive touching,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,2025-01,2025
2025-01-11,,,,,,,,,,,med/surg/inpatient,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-12,,,,,,,,,,,ed,<n/s>,inpatient,physical,slapped,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-12,,,,,,,,,,,ed,<n/s>,inpatient,physical,hit w/ fist; scratched,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-13,,,,,,,,,,,other,administration/support services,outpatient,verbal,intimidation; screaming or yelling,n/a or unknown,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,other,verbal,intimidation; screaming or yelling,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-12,,,,,,,,,,,other,<n/s>,resident (ltc),verbal,threat of violence,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; seclusion,2025-01,2025
2025-01-10,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation; screaming or yelling,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,outpatient,verbal,threat of violence,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,other,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,<n/s>,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,inpatient,physical,choked; grabbed; pushed,<n/s>,severe - significant emotional and/or psychological impact resulting in missed work.,<n/s>,notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,outpatient,verbal,dog barking ; screaming or yelling,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,outpatient,verbal,loud/aggressive barking,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,ed,<n/s>,other,verbal,intimidation; unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,inpatient,physical,kicked; scratched,<n/s>,none - no emotional and/or psychological impact,other (please specify),chemical restraint; notified supervisor; physical hold,2025-01,2025
2025-01-13,,,,,,,,,,,other,<n/s>,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,ed,<n/s>,inpatient,physical,aggression toward an inanimate object,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-13,,,,,,,,,,,ed,security,inpatient,physical,assault w/ bodily fluids; bitten,n/a or unknown,<n/s>,<n/s>,chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold; seclusion,2025-01,2025
2025-01-13,,,,,,,,,,,ed,"nurse (rn, lpn, lna)",inpatient,physical,intimidation; threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; physical hold,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,outpatient,verbal,threat of violence,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,inpatient,physical,scratched,<n/s>,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,outpatient,verbal,<n/s>,<n/s>,<n/s>,<n/s>,<n/s>,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,outpatient,verbal,unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,notified security,2025-01,2025
2025-01-15,,,,,,,,,,,other,<n/s>,inpatient,verbal,intimidation; screaming or yelling; threat of violence,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,inpatient,verbal,"profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-15,,,,,,,,,,,other,<n/s>,inpatient,physical,hit w/ fist,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-15,,,,,,,,,,,ed,<n/s>,inpatient,physical,assault w/ bodily fluids,<n/s>,<n/s>,<n/s>,seclusion,2025-01,2025
2025-01-15,,,,,,,,,,,bc,allied health/technologist,inpatient,physical,kicked; pushed,<n/s>,mild - upset / angry / scared / humiliated,<n/s>,called code gray; physical hold,2025-01,2025
2025-01-15,,,,,,,,,,,bc,<n/s>,inpatient,physical,hit w/ fist,<n/s>,<n/s>,<n/s>,physical hold,2025-01,2025
2025-01-15,,,,,,,,,,,other,<n/s>,visitor,verbal,verbal,<n/s>,<n/s>,<n/s>,notified security; notified supervisor,2025-01,2025
2025-01-15,,,,,,,,,,,other,<n/s>,visitor,physical,aggression toward an inanimate object; intimidation; stalking or terrorizing; threat of violence,<n/s>,<n/s>,<n/s>,notified security,2025-01,2025
2025-01-16,,,,,,,,,,,other,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist,n/a or unknown,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,2025-01,2025
2025-01-15,,,,,,,,,,,bc,<n/s>,inpatient,physical,kicked,<n/s>,mild - upset / angry / scared / humiliated,other (please specify),called code gray; de-escalation techniques utilized,2025-01,2025
2025-01-16,,,,,,,,,,,other,<n/s>,other,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,behavioral expectations reviewed,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-16,,,,,,,,,,,other,<n/s>,inpatient,physical,hit w/ fist; threat of violence; unwelcome or offensive touching,<n/s>,mild - upset / angry / scared / humiliated,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold; seclusion,2025-01,2025
2025-01-15,,,,,,,,,,,other,administration/support services,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",n/a or unknown,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified supervisor,2025-01,2025
2025-01-16,,,,,,,,,,,other,<n/s>,inpatient,physical,hit w/ fist; slapped,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-15,,,,,,,,,,,other,<n/s>,other,verbal,intimidation; unwelcome or offensive language/gestures,<n/s>,moderate - moderate emotional and/or psychological impact with no missed work.,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-15,,,,,,,,,,,other,<n/s>,outpatient,written/digital,threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; notified clinical physician resources; notified security; notified supervisor,2025-01,2025
2025-01-17,,,,,,,,,,,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-16,,,,,,,,,,,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-17,,,,,,,,,,,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-17,,,,,,,,,,,other,administration/support services,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-17,,,,,,,,,,,ed,<n/s>,outpatient,physical,aggression toward an inanimate object; intimidation; kicked; pushed; threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor; physical hold; seclusion,2025-01,2025
2025-01-17,,,,,,,,,,,ed,<n/s>,outpatient,physical,kicked,<n/s>,moderate - moderate emotional and/or psychological impact with no missed work.,ed,behavioral expectations reviewed; called code gray; chemical restraint; de-escalation techniques utilized; notified security; notified supervisor; physical hold,2025-01,2025
2025-01-18,,,,,,,,,,,ed,<n/s>,outpatient,physical,threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; notified security; notified supervisor,2025-01,2025
2025-01-18,,,,,,,,,,,bc,<n/s>,inpatient,physical,bitten; hair pulling,<n/s>,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),mechanical restraint; physical hold,2025-01,2025
2025-01-18,,,,,,,,,,,med/surg/inpatient,<n/s>,inpatient,physical,hit w/ fist,<n/s>,<n/s>,<n/s>,called code gray,2025-01,2025
2025-01-17,,,,,,,,,,,ed,<n/s>,inpatient,physical,hit w/ fist; threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; physical hold,2025-01,2025
2025-01-18,,,,,,,,,,,ed,<n/s>,inpatient,physical,hands on restraining,<n/s>,mild - upset / angry / scared / humiliated,other (please specify),behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,2025-01,2025
2025-01-09,,,,,,,,,,,other,<n/s>,other,physical,inhalant,<n/s>,none - no emotional and/or psychological impact,ed,called 911,2025-01,2025
2025-01-20,,,,,,,,,,,other,<n/s>,outpatient,verbal,threat of violence,<n/s>,<n/s>,<n/s>,called 911; de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-20,,,,,,,,,,,ed,<n/s>,inpatient,verbal,"profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-20,,,,,,,,,,,ed,<n/s>,inpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,called code gray; de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-20,,,,,,,,,,,ed,<n/s>,outpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-20,,,,,,,,,,,ed,<n/s>,outpatient,physical,intimidation; stalking or terrorizing; threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,2025-01,2025
2025-01-20,,,,,,,,,,,ed,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,called 911; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,2025-01,2025
2025-01-21,,,,,,,,,,,other,<n/s>,inpatient,physical,scratched,<n/s>,mild - upset / angry / scared / humiliated,<n/s>,notified supervisor,2025-01,2025
2025-01-21,,,,,,,,,,,bc,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified security,2025-01,2025
2025-01-21,,,,,,,,,,,ed,<n/s>,inpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,2025-01,2025
2025-01-14,,,,,,,,,,,other,<n/s>,outpatient,verbal,threat of violence,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-21,,,,,,,,,,,other,<n/s>,outpatient,physical,bitten,<n/s>,<n/s>,<n/s>,notified supervisor; physical hold,2025-01,2025
2025-01-18,,,,,,,,,,,other,<n/s>,inpatient,verbal,unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-21,,,,,,,,,,,other,<n/s>,inpatient,physical,kicked,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,inpatient,physical,grabbed; kneed 3 times n the right side of my ribs; scratched; threat of violence; unwelcome or offensive touching,<n/s>,severe - significant emotional and/or psychological impact resulting in missed work.,other (please specify),called code gray; notified clinical physician resources; notified security; notified supervisor; physical hold,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,outpatient,written/digital,"profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-23,,,,,,,,,,,ed,<n/s>,outpatient,physical,assault w/ bodily fluids; hit w/ fist; threat of violence,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; physical hold,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation; screaming or yelling; unwelcome or offensive language/gestures; refusal to leave,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-23,,,,,,,,,,,ed,<n/s>,visitor,verbal,intimidation; screaming or yelling,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,inpatient,physical,hit w/ fist; scratched,<n/s>,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized; notified clinical physician resources,2025-01,2025
2025-01-22,,,,,,,,,,,other,<n/s>,outpatient,property damage/vandalism,aggression toward an inanimate object; aggression toward parent,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-24,,,,,,,,,,,other,<n/s>,other,verbal,intimidation; screaming or yelling,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-24,,,,,,,,,,,other,<n/s>,visitor,verbal,intimidation; screaming or yelling; unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,outpatient,verbal,threat of violence,<n/s>,<n/s>,<n/s>,notified security; notified supervisor,2025-01,2025
2025-01-20,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-23,,,,,,,,,,,other,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,behavioral expectations reviewed,2025-01,2025
2025-01-21,,,,,,,,,,,other,<n/s>,other,physical,,<n/s>,none - no emotional and/or psychological impact,<n/s>,notified supervisor,2025-01,2025
2025-01-24,,,,,,,,,,,other,<n/s>,other,verbal,"gender / sexist comments; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,called 911; de-escalation techniques utilized,2025-01,2025
2025-01-24,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-24,,,,,,,,,,,med/surg/inpatient,<n/s>,visitor,verbal,intimidation; aggressive tone,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-25,,,,,,,,,,,other,administration/support services,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified security,2025-01,2025
2025-01-25,,,,,,,,,,,other,"nurse (rn, lpn, lna)",inpatient,physical,scratched,n/a or unknown,mild - upset / angry / scared / humiliated,other (please specify),de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-25,,,,,,,,,,,other,<n/s>,inpatient,physical,hit w/ fist; hit w/ object; intimidation; kicked; pushed; threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,2025-01,2025
2025-01-26,,,,,,,,,,,other,"nurse (rn, lpn, lna)",inpatient,physical,bitten; grabbed; hit w/ fist; intimidation; kicked; pushed; scratched; slapped; threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,2025-01,2025
2025-01-26,,,,,,,,,,,ed,<n/s>,outpatient,verbal,intimidation; threat of violence; unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified security,2025-01,2025
2025-01-26,,,,,,,,,,,other,<n/s>,resident (ltc),verbal,screaming or yelling; threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-27,,,,,,,,,,,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-27,,,,,,,,,,,med/surg/inpatient,<n/s>,inpatient,physical,hit w/ object; intimidation; threat of violence,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-27,,,,,,,,,,,other,<n/s>,outpatient,physical,grabbed; hit w/ fist; kicked; scratched; unwelcome or offensive touching,<n/s>,<n/s>,<n/s>,notified security; notified supervisor,2025-01,2025
2025-01-23,,,,,,,,,,,ed,<n/s>,other,physical,kicked,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-27,,,,,,,,,,,other,<n/s>,outpatient,verbal,screaming or yelling; throwing item; unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-28,,,,,,,,,,,other,"nurse (rn, lpn, lna)",other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-27,,,,,,,,,,,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-27,,,,,,,,,,,other,<n/s>,inpatient,verbal,gender / sexist comments,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-28,,,,,,,,,,,other,<n/s>,resident (ltc),verbal,"profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-28,,,,,,,,,,,other,"nurse (rn, lpn, lna)",visitor,verbal,"profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-28,,,,,,,,,,,other,<n/s>,outpatient,physical,hit w/ fist,<n/s>,mild - upset / angry / scared / humiliated,urgent care,physical hold,2025-01,2025
2025-01-28,,,,,,,,,,,other,<n/s>,inpatient,physical,aggression toward an inanimate object; bitten; grabbed; hit w/ fist; hit w/ object; pushed; scratched; slapped,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-29,,,,,,,,,,,other,<n/s>,outpatient,physical,hit w/ fist,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-29,,,,,,,,,,,other,<n/s>,outpatient,physical,bitten,<n/s>,mild - upset / angry / scared / humiliated,other (please specify),de-escalation techniques utilized,2025-01,2025
2025-01-29,,,,,,,,,,,other,<n/s>,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-29,,,,,,,,,,,other,<n/s>,outpatient,written/digital,"gender / sexist comments; profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-20,,,,,,,,,,,other,<n/s>,visitor,verbal,intimidation; screaming or yelling,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-30,,,,,,,,,,,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-30,,,,,,,,,,,other,"nurse (rn, lpn, lna)",other,verbal,screaming or yelling,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-30,,,,,,,,,,,ed,<n/s>,outpatient,physical,unnecessary risk to staff d/t failure to adhere to safety protocols,<n/s>,<n/s>,<n/s>,notified security; notified supervisor,2025-01,2025
2025-01-30,,,,,,,,,,,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,<n/s>,<n/s>,notified security; notified supervisor,2025-01,2025
2025-01-29,,,,,,,,,,,ed,<n/s>,inpatient,physical,unwelcome or offensive touching,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-31,,,,,,,,,,,other,<n/s>,outpatient,verbal,intimidation; screaming or yelling,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-30,,,,,,,,,,,other,administration/support services,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-30,,,,,,,,,,,other,other,visitor,written/digital,intimidation; stalking or terrorizing; threat of violence,n/a or unknown,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-31,,,,,,,,,,,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,2025-01,2025
